false_positive_rate,true_positive_rate,threshold
0.033604032483898066,0.4889937106918239,0.7059704
0.033604032483898066,0.48977987421383645,0.7057133
0.034724166900028004,0.48977987421383645,0.70259583
0.034724166900028004,0.49056603773584906,0.70258844
0.03514421730607673,0.49056603773584906,0.7022071
0.03514421730607673,0.4921383647798742,0.7015306
0.0357042845141417,0.4921383647798742,0.7006401
0.0357042845141417,0.49292452830188677,0.69935405
0.03584430131615794,0.49292452830188677,0.6990229
0.03584430131615794,0.4944968553459119,0.69862723
0.03640436852422291,0.4944968553459119,0.6962571
0.03640436852422291,0.49528301886792453,0.6956186
0.03710445253430412,0.49528301886792453,0.6947771
0.03710445253430412,0.4960691823899371,0.69473594
0.03780453654438533,0.4960691823899371,0.69318867
0.03780453654438533,0.4968553459119497,0.6930665
0.037944553346401566,0.4968553459119497,0.6925838
0.037944553346401566,0.49842767295597484,0.6924593
0.03878465415849902,0.49842767295597484,0.6902578
0.03878465415849902,0.4992138364779874,0.6894139
0.03892467096051526,0.4992138364779874,0.6892857
0.03892467096051526,0.5007861635220126,0.68890816
0.03962475497059647,0.5007861635220126,0.687389
0.03962475497059647,0.5015723270440252,0.68690664
0.03990478857462895,0.5015723270440252,0.68620497
0.03990478857462895,0.5023584905660378,0.68602884
0.04018482217866144,0.5023584905660378,0.6858143
0.04018482217866144,0.5055031446540881,0.6848533
0.04032483898067768,0.5055031446540881,0.6845545
0.04032483898067768,0.5062893081761006,0.68397564
0.040464855782693925,0.5062893081761006,0.68361133
0.040464855782693925,0.5070754716981132,0.6835175
0.04060487258471016,0.5070754716981132,0.68343216
0.04060487258471016,0.5086477987421384,0.6827662
0.041164939792775135,0.5086477987421384,0.6819378
0.041164939792775135,0.5094339622641509,0.6815918
0.04130495659479137,0.5094339622641509,0.6814894
